product_type,brand,condition,age_years,weight_kg,storage_gb,screen_size_inch,location_tier,resale_price_inr,green_points,price_per_kg,age_category,brand_tier,product_category
Charger,Samsung,Working,0.9,0.15,,,2,594,94,3960.0,New,Premium,Accessory
Battery,HP,Working,1.1,0.73,,,2,825,118,1130.13698630137,Recent,Budget,Accessory
Speaker,Lenovo,Repairable,0.7,1.55,,,2,1241,147,800.6451612903226,New,Budget,Accessory
Battery,Samsung,Repairable,1.0,0.7,,,2,663,87,947.1428571428572,New,Premium,Accessory
Laptop,HP,Working,0.5,2.14,32.0,13.5,2,24716,2515,11549.532710280373,New,Budget,Computer
Monitor,Samsung,Repairable,2.8,6.51,,28.5,1,4674,500,717.9723502304148,Recent,Premium,Computer
Speaker,Acer,Repairable,0.5,2.91,,,2,1481,174,508.93470790378007,New,Budget,Accessory
Laptop,HP,Repairable,5.2,1.52,1024.0,16.2,1,7848,812,5163.157894736842,Very_Old,Budget,Computer
Monitor,Dell,Dead,4.1,3.47,,31.5,2,1302,147,375.21613832853023,Old,Premium,Computer
Headphones,Acer,Repairable,2.8,0.37,,,3,739,94,1997.2972972972973,Recent,Budget,Accessory
Laptop,Dell,Repairable,1.7,2.4,1024.0,16.7,2,13812,1411,5755.0,Recent,Premium,Computer
Headphones,Generic,Dead,0.7,0.35,,,1,293,40,837.1428571428572,New,Budget,Accessory
Charger,Asus,Working,3.6,0.22,,,1,453,80,2059.090909090909,Old,Budget,Accessory
Keyboard,Dell,Dead,6.2,0.55,,,2,96,20,174.54545454545453,Very_Old,Premium,Computer
Battery,Sony,Working,0.5,0.46,,,3,1088,144,2365.2173913043475,New,Premium,Accessory
Laptop,Dell,Repairable,5.3,2.77,32.0,13.4,2,4933,519,1780.8664259927798,Very_Old,Premium,Computer
Keyboard,Realme,Working,2.3,0.87,,,3,537,90,617.2413793103449,Recent,Budget,Computer
Keyboard,Samsung,Working,5.1,1.15,,,1,747,111,649.5652173913044,Very_Old,Premium,Computer
Headphones,Generic,Working,4.9,0.32,,,2,528,88,1650.0,Old,Budget,Accessory
Tablet,MSI,Working,1.8,0.45,128.0,10.2,3,13966,1437,31035.555555555555,Recent,Premium,Mobile
Charger,Xiaomi,Repairable,3.2,0.17,,,2,111,31,652.9411764705882,Old,Budget,Accessory
Mouse,Lenovo,Repairable,0.7,0.15,,,1,417,61,2780.0,New,Budget,Computer
Keyboard,Apple,Dead,1.3,0.99,,,2,492,61,496.969696969697,Recent,Premium,Computer
Charger,Local,Repairable,2.9,0.2,,,2,106,30,530.0,Recent,Budget,Accessory
Speaker,Xiaomi,Working,1.8,1.9,,,2,1435,182,755.2631578947369,Recent,Budget,Accessory
Smartphone,Dell,Dead,1.2,0.15,64.0,5.4,2,2638,273,17586.666666666668,Recent,Premium,Mobile
Tablet,Sony,Repairable,1.2,0.71,64.0,9.2,2,7251,751,10212.676056338029,Recent,Premium,Mobile
Battery,Sony,Working,0.9,0.69,,,1,1059,141,1534.7826086956522,New,Premium,Accessory
Battery,Asus,Working,1.7,0.55,,,1,1101,146,2001.8181818181818,Recent,Budget,Accessory
Mouse,Local,Dead,2.5,0.18,,,3,45,14,250.0,Recent,Budget,Computer
Mouse,Dell,Working,1.2,0.13,,,2,621,97,4776.923076923077,Recent,Premium,Computer
Charger,LG,Repairable,1.2,0.16,,,3,239,43,1493.75,Recent,Budget,Accessory
Headphones,Lenovo,Working,2.7,0.31,,,2,1577,193,5087.096774193548,Recent,Budget,Accessory
Charger,Generic,Repairable,1.3,0.16,,,2,144,34,900.0,Recent,Budget,Accessory
Keyboard,Realme,Dead,0.5,0.56,,,3,172,28,307.1428571428571,New,Budget,Computer
Headphones,Samsung,Dead,6.2,0.42,,,2,135,24,321.42857142857144,Very_Old,Premium,Accessory
Tablet,Xiaomi,Repairable,4.2,0.69,512.0,12.0,3,2872,308,4162.31884057971,Old,Budget,Mobile
Speaker,OnePlus,Repairable,1.5,1.44,,,2,1384,161,961.1111111111112,Recent,Budget,Accessory
Headphones,Samsung,Dead,2.1,0.36,,,1,532,64,1477.7777777777778,Recent,Premium,Accessory
Smartphone,HP,Working,6.4,0.24,512.0,6.4,1,3778,412,15741.666666666668,Very_Old,Budget,Mobile
Keyboard,Lenovo,Working,6.2,0.57,,,2,332,69,582.4561403508773,Very_Old,Budget,Computer
Smartphone,Apple,Working,1.9,0.23,128.0,6.3,3,12219,1261,53126.086956521736,Recent,Premium,Mobile
Mouse,Asus,Dead,0.8,0.13,,,2,178,27,1369.2307692307693,New,Budget,Computer
Laptop,Acer,Working,0.9,2.03,1024.0,14.4,1,22245,2268,10958.128078817736,New,Budget,Computer
Speaker,Local,Working,3.0,1.74,,,1,935,131,537.3563218390805,Recent,Budget,Accessory
Keyboard,Local,Working,0.7,1.06,,,3,508,87,479.2452830188679,New,Budget,Computer
Battery,LG,Working,2.6,0.66,,,3,587,94,889.3939393939394,Recent,Budget,Accessory
Headphones,Local,Working,4.8,0.38,,,2,402,76,1057.8947368421052,Old,Budget,Accessory
Speaker,LG,Repairable,0.9,2.88,,,2,1514,177,525.6944444444445,New,Budget,Accessory
Speaker,Dell,Repairable,1.0,1.68,,,1,1980,221,1178.5714285714287,New,Premium,Accessory
Tablet,LG,Repairable,2.9,0.71,128.0,11.5,2,4902,511,6904.225352112677,Recent,Budget,Mobile
Headphones,Realme,Dead,1.5,0.26,,,2,272,38,1046.1538461538462,Recent,Budget,Accessory
Tablet,LG,Dead,8.0,0.52,256.0,11.3,1,393,50,755.7692307692307,Very_Old,Budget,Mobile
Mouse,Xiaomi,Repairable,2.1,0.18,,,2,231,43,1283.3333333333335,Recent,Budget,Computer
Charger,Xiaomi,Working,0.6,0.3,,,2,425,78,1416.6666666666667,New,Budget,Accessory
Battery,Xiaomi,Working,4.5,0.63,,,2,410,77,650.7936507936508,Old,Budget,Accessory
Battery,Samsung,Dead,0.7,0.47,,,2,332,44,706.3829787234043,New,Premium,Accessory
Headphones,MSI,Working,1.0,0.22,,,2,2488,283,11309.09090909091,New,Premium,Accessory
Tablet,Realme,Repairable,4.1,0.47,512.0,11.4,3,2814,302,5987.234042553192,Old,Budget,Mobile
Smartphone,MSI,Dead,2.0,0.23,64.0,5.3,2,2151,225,9352.173913043478,Recent,Premium,Mobile
Smartphone,Xiaomi,Dead,1.2,0.2,512.0,6.5,2,1716,181,8580.0,Recent,Budget,Mobile
Smartphone,Samsung,Working,3.6,0.21,1024.0,5.3,1,10435,1083,49690.47619047619,Old,Premium,Mobile
Speaker,Samsung,Dead,0.6,2.75,,,2,647,80,235.27272727272728,New,Premium,Accessory
Charger,Generic,Working,1.1,0.24,,,3,235,58,979.1666666666667,Recent,Budget,Accessory
Mouse,Acer,Repairable,4.7,0.13,,,3,111,31,853.8461538461538,Old,Budget,Computer
Mouse,Dell,Repairable,1.2,0.16,,,3,333,53,2081.25,Recent,Premium,Computer
Tablet,HP,Dead,2.0,0.75,1024.0,9.3,3,3155,327,4206.666666666667,Recent,Budget,Mobile
Headphones,Asus,Working,1.7,0.36,,,3,1977,233,5491.666666666667,Recent,Budget,Accessory
Smartphone,MSI,Repairable,8.0,0.17,1024.0,5.7,1,900,110,5294.117647058823,Very_Old,Premium,Mobile
Laptop,Apple,Working,0.5,1.51,32.0,15.0,2,37886,3831,25090.066225165563,New,Premium,Computer
Monitor,HP,Working,0.5,6.43,,26.3,1,8880,941,1381.026438569207,New,Budget,Computer
Mouse,Xiaomi,Working,1.2,0.12,,,3,386,73,3216.666666666667,Recent,Budget,Computer
Headphones,LG,Repairable,1.0,0.36,,,1,983,119,2730.5555555555557,New,Budget,Accessory
Monitor,Generic,Dead,1.9,3.79,,28.8,1,980,116,258.57519788918205,Recent,Budget,Computer
Speaker,Asus,Repairable,0.7,1.94,,,2,1275,151,657.2164948453609,New,Budget,Accessory
Laptop,LG,Working,2.3,1.9,32.0,15.1,1,20150,2059,10605.263157894737,Recent,Budget,Computer
Monitor,Dell,Repairable,5.7,5.75,,24.2,2,1783,210,310.0869565217391,Very_Old,Premium,Computer
Monitor,Xiaomi,Repairable,6.5,6.89,,30.0,1,744,108,107.98258345428157,Very_Old,Budget,Computer
Laptop,Realme,Repairable,1.6,2.74,1024.0,13.8,1,9466,976,3454.744525547445,Recent,Budget,Computer
Battery,Acer,Dead,2.9,0.45,,,2,135,24,300.0,Recent,Budget,Accessory
Battery,Dell,Working,1.2,0.66,,,2,968,132,1466.6666666666665,Recent,Premium,Accessory
Speaker,LG,Working,0.5,2.43,,,2,2335,273,960.9053497942386,New,Budget,Accessory
Speaker,Xiaomi,Working,0.7,1.48,,,3,1633,201,1103.3783783783783,New,Budget,Accessory
Tablet,Xiaomi,Dead,1.8,0.42,256.0,11.5,1,2706,281,6442.857142857143,Recent,Budget,Mobile
Tablet,Sony,Repairable,1.3,0.53,512.0,11.1,1,9102,936,17173.584905660377,Recent,Premium,Mobile
Mouse,LG,Repairable,0.8,0.12,,,1,438,63,3650.0,New,Budget,Computer
Tablet,Sony,Repairable,1.1,0.55,512.0,11.2,2,9979,1023,18143.636363636364,Recent,Premium,Mobile
Tablet,Lenovo,Dead,1.3,0.67,1024.0,11.6,2,2475,258,3694.0298507462685,Recent,Budget,Mobile
Battery,Samsung,Dead,1.8,0.71,,,2,292,40,411.2676056338028,Recent,Premium,Accessory
Battery,Xiaomi,Repairable,5.7,0.75,,,1,146,36,194.66666666666666,Very_Old,Budget,Accessory
Mouse,MSI,Repairable,1.4,0.15,,,1,448,64,2986.666666666667,Recent,Premium,Computer
Charger,Realme,Dead,4.8,0.14,,,2,50,15,357.1428571428571,Old,Budget,Accessory
Speaker,Generic,Repairable,3.9,2.96,,,1,566,82,191.21621621621622,Old,Budget,Accessory
Tablet,HP,Working,1.2,0.44,32.0,9.4,2,11282,1169,25640.909090909092,Recent,Budget,Mobile
Keyboard,Sony,Dead,2.4,1.06,,,3,290,41,273.58490566037733,Recent,Premium,Computer
Monitor,Samsung,Dead,2.5,3.03,,20.3,1,1697,185,560.0660066006601,Recent,Premium,Computer
Battery,MSI,Dead,1.4,0.55,,,3,179,28,325.45454545454544,Recent,Premium,Accessory
Smartphone,Realme,Working,1.4,0.17,32.0,5.8,3,5411,581,31829.41176470588,Recent,Budget,Mobile
Laptop,Xiaomi,Dead,1.9,2.14,512.0,13.9,2,4217,435,1970.5607476635512,Recent,Budget,Computer
Smartphone,Local,Working,2.0,0.22,32.0,6.7,2,3789,413,17222.727272727272,Recent,Budget,Mobile
Battery,Dell,Dead,1.4,0.53,,,2,203,31,383.0188679245283,Recent,Premium,Accessory
Monitor,HP,Working,2.4,4.44,,26.1,2,5759,624,1297.072072072072,Recent,Budget,Computer
Headphones,HP,Working,2.0,0.22,,,1,2111,246,9595.454545454546,Recent,Budget,Accessory
Mouse,MSI,Dead,2.5,0.12,,,1,148,24,1233.3333333333335,Recent,Premium,Computer
Smartphone,Asus,Dead,3.0,0.2,32.0,5.6,1,1822,192,9110.0,Recent,Budget,Mobile
Tablet,Local,Working,2.4,0.78,256.0,8.4,2,5441,586,6975.641025641025,Recent,Budget,Mobile
Laptop,Sony,Working,1.7,2.84,1024.0,17.0,3,19526,1998,6875.352112676057,Recent,Premium,Computer
Mouse,Xiaomi,Working,6.5,0.11,,,1,147,49,1336.3636363636363,Very_Old,Budget,Computer
Keyboard,OnePlus,Working,1.4,1.09,,,2,1256,162,1152.2935779816512,Recent,Budget,Computer
Mouse,Generic,Working,1.7,0.16,,,1,380,73,2375.0,Recent,Budget,Computer
Battery,Asus,Working,0.6,0.6,,,1,1045,140,1741.6666666666667,New,Budget,Accessory
Laptop,Dell,Dead,1.3,2.02,128.0,14.3,1,6258,644,3098.019801980198,Recent,Premium,Computer
Keyboard,HP,Working,0.7,0.6,,,2,1162,152,1936.6666666666667,New,Budget,Computer
Smartphone,HP,Dead,1.8,0.25,128.0,6.7,3,1612,171,6448.0,Recent,Budget,Mobile
Headphones,LG,Repairable,3.1,0.39,,,1,844,105,2164.102564102564,Old,Budget,Accessory
Tablet,Lenovo,Working,4.0,0.44,512.0,11.4,1,9014,942,20486.363636363636,Old,Budget,Mobile
Mouse,Local,Repairable,2.3,0.18,,,2,105,30,583.3333333333334,Recent,Budget,Computer
Speaker,Apple,Repairable,2.8,2.07,,,3,1433,167,692.2705314009662,Recent,Premium,Accessory
Speaker,Xiaomi,Dead,1.3,2.24,,,3,421,56,187.94642857142856,Recent,Budget,Accessory
Smartphone,Apple,Working,1.9,0.23,128.0,5.2,1,14320,1472,62260.86956521739,Recent,Premium,Mobile
Smartphone,Dell,Working,0.6,0.16,1024.0,5.6,2,12319,1271,76993.75,New,Premium,Mobile
Smartphone,HP,Repairable,3.0,0.22,512.0,5.4,3,3275,347,14886.363636363636,Recent,Budget,Mobile
Smartphone,Sony,Dead,1.1,0.2,256.0,5.2,2,2396,249,11980.0,Recent,Premium,Mobile
Speaker,Local,Working,6.3,2.61,,,2,277,67,106.13026819923373,Very_Old,Budget,Accessory
Tablet,Lenovo,Repairable,1.5,0.54,32.0,10.5,1,7754,801,14359.25925925926,Recent,Budget,Mobile
Mouse,HP,Repairable,0.8,0.17,,,2,364,56,2141.176470588235,New,Budget,Computer
Headphones,MSI,Dead,1.1,0.31,,,3,456,56,1470.967741935484,Recent,Premium,Accessory
Smartphone,Local,Working,1.3,0.17,64.0,5.0,2,3947,429,23217.647058823528,Recent,Budget,Mobile
Battery,Asus,Repairable,3.5,0.39,,,1,329,53,843.5897435897435,Old,Budget,Accessory
Keyboard,Apple,Working,2.6,1.04,,,2,1812,218,1742.3076923076922,Recent,Premium,Computer
Tablet,LG,Repairable,1.9,0.48,512.0,11.4,1,7875,813,16406.25,Recent,Budget,Mobile
Keyboard,Samsung,Dead,1.1,1.13,,,3,276,39,244.2477876106195,Recent,Premium,Computer
Charger,Sony,Working,8.0,0.27,,,2,73,43,270.3703703703704,Very_Old,Premium,Accessory
Smartphone,HP,Working,6.1,0.22,512.0,5.8,1,3324,367,15109.09090909091,Very_Old,Budget,Mobile
Battery,Acer,Dead,0.6,0.49,,,3,206,31,420.40816326530614,New,Budget,Accessory
Mouse,Realme,Working,1.5,0.13,,,3,348,69,2676.9230769230767,Recent,Budget,Computer
Monitor,Generic,Working,4.6,3.24,,21.1,1,2201,261,679.3209876543209,Old,Budget,Computer
Keyboard,Dell,Working,2.9,0.57,,,2,1175,153,2061.40350877193,Recent,Premium,Computer
Speaker,Asus,Dead,1.2,1.4,,,3,652,78,465.7142857142857,Recent,Budget,Accessory
Tablet,Realme,Working,0.5,0.58,1024.0,10.4,1,8370,878,14431.034482758621,New,Budget,Mobile
Laptop,Samsung,Working,1.9,1.98,512.0,14.5,1,25374,2581,12815.151515151516,Recent,Premium,Computer
Charger,Local,Dead,2.7,0.26,,,1,55,16,211.53846153846152,Recent,Budget,Accessory
Headphones,Sony,Dead,2.3,0.26,,,1,427,53,1642.3076923076922,Recent,Premium,Accessory
Monitor,OnePlus,Dead,0.9,4.25,,25.8,2,1715,189,403.52941176470586,New,Budget,Computer
Mouse,OnePlus,Working,2.2,0.19,,,2,504,85,2652.6315789473683,Recent,Budget,Computer
Battery,Acer,Dead,2.6,0.71,,,2,159,26,223.943661971831,Recent,Budget,Accessory
Laptop,HP,Dead,1.1,1.89,512.0,14.2,1,5398,558,2856.084656084656,Recent,Budget,Computer
Mouse,HP,Working,3.2,0.1,,,3,384,73,3840.0,Old,Budget,Computer
Tablet,Apple,Dead,2.9,0.71,1024.0,11.4,2,3804,391,5357.7464788732395,Recent,Premium,Mobile
Keyboard,Samsung,Working,1.5,0.61,,,3,1289,164,2113.1147540983607,Recent,Premium,Computer
Headphones,Lenovo,Repairable,2.2,0.48,,,2,703,91,1464.5833333333335,Recent,Budget,Accessory
Laptop,Apple,Working,1.9,1.99,512.0,13.1,2,34891,3533,17533.165829145728,Recent,Premium,Computer
Smartphone,Generic,Working,1.3,0.23,256.0,5.8,1,6103,650,26534.782608695652,Recent,Budget,Mobile
Monitor,LG,Working,1.2,4.49,,29.9,2,7001,749,1559.2427616926502,Recent,Budget,Computer
Smartphone,Asus,Working,7.3,0.19,512.0,6.5,3,1375,172,7236.8421052631575,Very_Old,Budget,Mobile
Smartphone,Local,Repairable,1.6,0.21,128.0,6.3,3,1704,190,8114.285714285715,Recent,Budget,Mobile
Headphones,MSI,Dead,2.0,0.44,,,1,544,65,1236.3636363636363,Recent,Premium,Accessory
Smartphone,Sony,Repairable,1.0,0.22,512.0,5.6,2,7400,765,33636.36363636364,New,Premium,Mobile
Battery,MSI,Repairable,0.9,0.3,,,3,537,74,1790.0,New,Premium,Accessory
Smartphone,MSI,Working,1.4,0.21,256.0,6.5,3,9138,953,43514.28571428572,Recent,Premium,Mobile
Headphones,Generic,Dead,1.1,0.27,,,2,233,34,862.9629629629629,Recent,Budget,Accessory
Battery,Realme,Repairable,1.9,0.41,,,3,232,44,565.8536585365854,Recent,Budget,Accessory
Headphones,Dell,Dead,0.9,0.42,,,2,578,68,1376.1904761904761,New,Premium,Accessory
Monitor,Dell,Dead,1.7,6.57,,20.8,1,2242,247,341.24809741248094,Recent,Premium,Computer
Headphones,Samsung,Dead,7.3,0.45,,,3,62,17,137.77777777777777,Very_Old,Premium,Accessory
Headphones,Sony,Repairable,0.9,0.24,,,1,1145,134,4770.833333333334,New,Premium,Accessory
Headphones,Sony,Working,3.3,0.34,,,1,1874,223,5511.764705882352,Old,Premium,Accessory
Speaker,Apple,Working,3.2,2.21,,,2,3098,348,1401.8099547511313,Old,Premium,Accessory
Charger,Generic,Working,0.5,0.16,,,1,340,69,2125.0,New,Budget,Accessory
Keyboard,Apple,Repairable,0.5,0.52,,,2,1351,156,2598.076923076923,New,Premium,Computer
Charger,Xiaomi,Repairable,2.8,0.15,,,2,160,36,1066.6666666666667,Recent,Budget,Accessory
Battery,Apple,Repairable,3.6,0.45,,,1,481,69,1068.888888888889,Old,Premium,Accessory
Speaker,OnePlus,Working,5.9,1.69,,,1,845,122,500.0,Very_Old,Budget,Accessory
Tablet,Lenovo,Dead,1.9,0.71,128.0,9.3,1,2490,260,3507.042253521127,Recent,Budget,Mobile
Keyboard,Dell,Working,1.1,1.19,,,1,1418,178,1191.5966386554621,Recent,Premium,Computer
Speaker,Asus,Working,2.2,2.85,,,1,2169,257,761.0526315789474,Recent,Budget,Accessory
Smartphone,Dell,Repairable,7.6,0.24,256.0,5.4,2,866,106,3608.3333333333335,Very_Old,Premium,Mobile
Smartphone,OnePlus,Repairable,2.5,0.23,32.0,5.3,3,4740,494,20608.695652173912,Recent,Budget,Mobile
Headphones,Lenovo,Working,3.4,0.3,,,3,994,135,3313.3333333333335,Old,Budget,Accessory
Charger,OnePlus,Repairable,1.6,0.26,,,2,268,47,1030.7692307692307,Recent,Budget,Accessory
Charger,Samsung,Working,2.0,0.3,,,2,531,89,1770.0,Recent,Premium,Accessory
Mouse,Samsung,Working,2.4,0.14,,,2,620,97,4428.571428571428,Recent,Premium,Computer
Charger,Generic,Dead,2.9,0.29,,,2,50,16,172.41379310344828,Recent,Budget,Accessory
Battery,Local,Working,3.4,0.34,,,1,280,64,823.5294117647059,Old,Budget,Accessory
Speaker,MSI,Working,1.9,1.04,,,3,2116,248,2034.6153846153845,Recent,Premium,Accessory
Charger,Xiaomi,Dead,2.0,0.1,,,1,73,17,730.0,Recent,Budget,Accessory
Smartphone,Dell,Working,1.9,0.21,128.0,6.2,3,10307,1070,49080.95238095238,Recent,Premium,Mobile
Speaker,Apple,Working,1.6,2.86,,,1,4633,504,1619.93006993007,Recent,Premium,Accessory
Charger,OnePlus,Repairable,0.9,0.13,,,3,289,48,2223.076923076923,New,Budget,Accessory
Speaker,Acer,Working,2.1,2.58,,,1,2344,274,908.5271317829457,Recent,Budget,Accessory
Speaker,Apple,Repairable,2.5,2.97,,,1,1967,222,662.2895622895622,Recent,Premium,Accessory
Laptop,Samsung,Dead,0.7,2.74,64.0,16.1,2,6064,626,2213.1386861313867,New,Premium,Computer
Speaker,Asus,Repairable,6.8,2.39,,,2,321,57,134.30962343096235,Very_Old,Budget,Accessory
Laptop,Generic,Dead,1.7,2.05,32.0,15.5,2,2360,250,1151.219512195122,Recent,Budget,Computer
Mouse,OnePlus,Repairable,3.3,0.17,,,1,245,44,1441.1764705882351,Old,Budget,Computer
Speaker,Lenovo,Dead,1.9,2.58,,,2,505,65,195.73643410852713,Recent,Budget,Accessory
Charger,HP,Repairable,2.0,0.25,,,3,245,44,980.0,Recent,Budget,Accessory
Laptop,Acer,Working,1.6,2.84,1024.0,17.0,3,15742,1620,5542.957746478874,Recent,Budget,Computer
Battery,Sony,Working,0.8,0.31,,,2,1325,168,4274.193548387097,New,Premium,Accessory
Laptop,Local,Working,1.1,2.59,256.0,16.4,2,12212,1266,4715.057915057915,Recent,Budget,Computer
Keyboard,MSI,Repairable,8.0,0.71,,,2,99,30,139.43661971830986,Very_Old,Premium,Computer
Tablet,Local,Repairable,0.7,0.56,256.0,9.8,2,4017,422,7173.214285714285,New,Budget,Mobile
Tablet,Realme,Working,2.3,0.6,128.0,12.8,2,6973,738,11621.666666666668,Recent,Budget,Mobile
Laptop,Samsung,Repairable,0.6,2.36,512.0,14.9,3,18044,1834,7645.762711864407,New,Premium,Computer
Speaker,Xiaomi,Repairable,0.7,2.12,,,3,861,110,406.1320754716981,New,Budget,Accessory
Tablet,Local,Repairable,0.8,0.74,64.0,12.6,1,3510,372,4743.243243243243,New,Budget,Mobile
Headphones,MSI,Repairable,3.8,0.41,,,3,536,74,1307.3170731707319,Old,Premium,Accessory
Laptop,Dell,Dead,1.6,1.8,256.0,13.7,1,7769,795,4316.111111111111,Recent,Premium,Computer
Tablet,Samsung,Working,1.2,0.61,512.0,9.0,3,13964,1437,22891.803278688523,Recent,Premium,Mobile
Battery,Sony,Working,2.3,0.34,,,2,755,111,2220.5882352941176,Recent,Premium,Accessory
Monitor,Acer,Working,1.4,6.6,,24.5,2,6632,716,1004.8484848484849,Recent,Budget,Computer
Charger,Realme,Repairable,2.2,0.17,,,1,186,38,1094.1176470588234,Recent,Budget,Accessory
Smartphone,Samsung,Repairable,0.6,0.22,128.0,6.4,3,7099,734,32268.18181818182,New,Premium,Mobile
Battery,Asus,Repairable,0.9,0.45,,,3,550,76,1222.2222222222222,New,Budget,Accessory
Headphones,MSI,Repairable,0.7,0.44,,,1,1496,170,3400.0,New,Premium,Accessory
Tablet,Acer,Dead,3.1,0.44,512.0,11.3,1,2478,258,5631.818181818182,Old,Budget,Mobile
Smartphone,Realme,Repairable,4.1,0.15,1024.0,5.7,2,1662,186,11080.0,Old,Budget,Mobile
Battery,Sony,Repairable,0.8,0.58,,,2,720,93,1241.3793103448277,New,Premium,Accessory
Speaker,Lenovo,Dead,1.5,2.69,,,1,476,62,176.95167286245353,Recent,Budget,Accessory
Headphones,Xiaomi,Working,0.9,0.21,,,2,1296,164,6171.428571428572,New,Budget,Accessory
Mouse,Realme,Repairable,5.3,0.11,,,3,84,28,763.6363636363636,Very_Old,Budget,Computer
Headphones,Sony,Working,1.7,0.48,,,3,1542,190,3212.5,Recent,Premium,Accessory
Tablet,Apple,Dead,1.0,0.41,1024.0,9.4,3,4580,469,11170.731707317074,New,Premium,Mobile
Monitor,LG,Repairable,4.6,6.02,,25.9,2,2164,248,359.468438538206,Old,Budget,Computer
Speaker,Sony,Working,0.7,1.89,,,1,4087,447,2162.4338624338625,New,Premium,Accessory
Laptop,Lenovo,Working,4.1,2.84,256.0,13.4,1,17371,1783,6116.549295774648,Old,Budget,Computer
Tablet,Lenovo,Dead,1.0,0.4,128.0,8.5,3,2408,251,6020.0,New,Budget,Mobile
Laptop,Local,Working,1.8,2.52,128.0,16.0,1,11279,1172,4475.793650793651,Recent,Budget,Computer
Monitor,OnePlus,Dead,6.1,3.27,,27.6,3,419,58,128.13455657492355,Very_Old,Budget,Computer
Smartphone,Realme,Dead,1.2,0.18,512.0,5.5,2,1383,148,7683.333333333334,Recent,Budget,Mobile
Monitor,Apple,Repairable,1.9,5.2,,27.7,3,5278,562,1015.0,Recent,Premium,Computer
Charger,HP,Working,1.5,0.15,,,3,399,74,2660.0,Recent,Budget,Accessory
Battery,Acer,Repairable,1.4,0.67,,,1,530,74,791.044776119403,Recent,Budget,Accessory
Keyboard,Lenovo,Dead,2.7,0.66,,,3,208,31,315.1515151515151,Recent,Budget,Computer
Laptop,Xiaomi,Dead,2.2,2.23,256.0,15.0,1,3815,395,1710.762331838565,Recent,Budget,Computer
Tablet,Lenovo,Repairable,2.2,0.69,32.0,11.7,3,4304,451,6237.68115942029,Recent,Budget,Mobile
Laptop,Acer,Dead,0.8,1.6,1024.0,16.8,1,6837,701,4273.125,New,Budget,Computer
Tablet,OnePlus,Working,0.6,0.58,256.0,10.4,2,13926,1433,24010.34482758621,New,Budget,Mobile
Mouse,Asus,Dead,4.0,0.2,,,3,89,18,445.0,Old,Budget,Computer
Charger,Local,Dead,1.4,0.22,,,2,50,15,227.27272727272728,Recent,Budget,Accessory
Mouse,Sony,Working,5.3,0.19,,,2,315,66,1657.8947368421052,Very_Old,Premium,Computer
Smartphone,Asus,Repairable,1.3,0.18,64.0,6.5,1,4758,495,26433.333333333336,Recent,Budget,Mobile
Battery,Generic,Dead,1.7,0.46,,,2,106,21,230.43478260869566,Recent,Budget,Accessory
Headphones,Xiaomi,Working,3.9,0.24,,,3,854,120,3558.3333333333335,Old,Budget,Accessory
Keyboard,Lenovo,Working,5.1,1.16,,,2,532,90,458.62068965517244,Very_Old,Budget,Computer
Laptop,OnePlus,Dead,1.0,2.06,1024.0,13.7,1,6259,644,3038.349514563107,New,Budget,Computer
Battery,Samsung,Repairable,2.4,0.54,,,2,600,81,1111.111111111111,Recent,Premium,Accessory
Tablet,Apple,Repairable,0.6,0.66,128.0,11.7,2,12923,1318,19580.30303030303,New,Premium,Mobile
Speaker,HP,Repairable,4.8,2.46,,,2,834,108,339.0243902439024,Old,Budget,Accessory
Tablet,Local,Working,1.3,0.6,64.0,8.0,3,3978,433,6630.0,Recent,Budget,Mobile
Keyboard,Xiaomi,Dead,1.0,0.57,,,2,191,30,335.08771929824564,New,Budget,Computer
Charger,OnePlus,Repairable,0.9,0.11,,,1,384,58,3490.909090909091,New,Budget,Accessory
Laptop,Local,Dead,0.5,2.6,128.0,16.6,2,2124,227,816.9230769230769,New,Budget,Computer
Keyboard,Sony,Working,5.0,0.96,,,2,723,109,753.125,Old,Premium,Computer
Tablet,Xiaomi,Dead,0.5,0.79,1024.0,12.4,1,3142,326,3977.2151898734173,New,Budget,Mobile
Battery,Acer,Working,2.7,0.47,,,3,687,104,1461.7021276595744,Recent,Budget,Accessory
Keyboard,Realme,Repairable,1.2,0.89,,,1,387,60,434.8314606741573,Recent,Budget,Computer
Headphones,Lenovo,Repairable,5.6,0.24,,,3,303,50,1262.5,Very_Old,Budget,Accessory
